ID;Met_structure;Metaphor;Translation (english);Source;Author;Type_of_text;Introductory_sentence;Original_context;length_context;Structure_type;Word1;Length_topic;Frequency_topic;Concreteness_topic;Word2;Length_vehicle;Frequency_vehicle;Concreteness_vehicle;SemanticDistance;Cloze_probability_withoucontext;Familiarity_withoutcontext;Concreteness_withoutcontext;Difficulty_withoutcontext;Meaningfulness_withoutcontext;Gulpease_incontext;Cloze_probability_incontext;Familiarity_incontext;Concreteness_incontext;Difficulty_incontext;Meaningfulness_incontext;Bambini et al. (2014);IUSS NEPLab MetaLiterary study
FA_LIT520;Genitive;nube di sogni;cloud of dreams;La freccia nel fianco;Zùccoli, Luciano;PROSE;;"Ella aveva recitato per giuoco, supponendo ch'egli non sentisse la
parola sacra del poeta; ed egli era stato colto d'un subito, strappato
alla realtà, avvolto in una nube di sogni";30;VT;nube;5;554;3,312;sogni;4;41;4,047;0,673;;;;;;;;;;;;N;Y
FA_LIT393;Genitive;nube di merletti;cloud of lace;Ombre di occaso;Oriani, Alfredo;PROSE;;"Qualche ricordo gli ondeggiava nella memoria di
un'altra grande città tumultuante, di qualcuno che veniva a guardarlo
nella cuna ravvolta entro una nube di merletti";24;VT;nube;8;4;4,327;merletti;4;41;4,047;0,771;;;;;;;;;;;;N;Y
FA_LIT517;Genitive;nube di sonnambulismo;cloud of somnambulism;Roberta;Zùccoli, Luciano;PROSE;;"La casa era piena
di silenzio, e le donne camminavano in una lieve nube di
sonnambulismo, senza parlarsi; e spesse volte calava la sera e l'ombra
si faceva sempre più densa e nessuna delle due sorelle pensava a
difendersi da quell'oscurità";39;VT;nube;13;;;sonnambulismo;4;41;4,047;0,718;;;;;;;;;;;;N;Y
FA_LIT285;Genitive;ciglia di fuoco;eyelashes of fire;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Innumerevoli sono i grandi occhi
  violetti, verdi e rossi dei fantastici tram
  i grandi occhi che scivolano,
  che affondano in folla, cozzando fra loro
  ed incrociando le loro ciglia di fuoco";36;VT;ciglia;5;609;4,179;fuoco;6;2;4,049;0,833;;;;;;;;;;;;N;Y
FA_LIT115;Genitive;zuffa di clamori;browl of clamors;Poemetti;Pirandello;POEM;In questo brano un diavoletto infastidisce il dio Pluto e poi scappa.;E ciò detto, via di furia! \ sollevando in cento cori per quell'aer denso, tangibile, \ una zuffa di clamori. \ Resto? il dio come una statua, \ resto? li? muto, intontito... \ Forse mai, come in quell'attimo, \ si sentì tanto marito.;46;VT;zuffa;7;26;2,779;clamori;5;4;4,057;0,85;0;2,333;2,467;4,067;1,933;;;;;;;Y;N
FA_LIT311;Genitive;colline di vapori;hills of steam;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Coroniamo di batterie solari
  quelle colline di vapori incendiati";11;VT;colline;6;54;3,817;vapori;7;126;4,06;0,856;;;;;;;;;;;;N;Y
FA_LIT022;Genitive;colore di pianto;color of tears;L'Allegria;Ungaretti;POEM;In questo brano un uomo parla di un paesaggio notturno.;Quando \ la notte è a svanire \ poco prima di primavera \ e di rado \ qualcuno passa \ Su Parigi s'addensa \ un oscuro colore \ di pianto \ In un canto \ di ponte \ contemplo \ l'illimitato silenzio \ di una ragazza \ tenue.;50;VT;colore;6;35;3,973;pianto;6;615;4,068;0,757;0;1,8;1,4;3,6;1,933;69;0;1,8;1,4;3,33;3,2;Y;N
FA_LIT369;Genitive;larve di minaccia;larvae of menace;Maternità;Negri, Ada;POEM;;"Strisciano larve di minaccia avvolte
    Lungo il viscido e freddo orror de’ muri";17;VT;larve;8;174;3,156;minaccia;5;28;4,07;0,709;;;;;;;;;;;;N;Y
FA_LIT280;Genitive;ali di luce;wings of light;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Più tardi, al mio ritorno nella casa paterna,
  cominciava una dolce serata famigliare,
  sotto la lampada ch'erge il suo collo di fiamma
  arrotondando ali di luce sul desco,
  per covare i miei desideri
  tra lo scrollìo dei suoi raggi pennuti,
  simile ad una gallina dall'uova magiche, d'oro.";58;VT;ali;4;730;3,437;luce;3;161;4,08;0,779;;;;;;;;;;;;N;Y
FA_LIT005;Genitive;ali del ramo;wings of the branch;Zampogna;Pirandello;POEM;In questo brano un uomo rievoca il suo passato.;Il gelso? Non c'è più. C'è solo il masso \ tigrato, ov'io sedea, nascosto, all'ombra. \ Vaghi pensieri indefiniti, come \ un'aura lieve, l'anima infantile \ mi commoveano. Arcani godimenti, \ ansie d'ignota attesa! Eran le foglie \ l'ali del ramo? e di volar la brama \ non le facea cosí forse brillare?;62;VT;ali;4;99;3,713;ramo;3;161;4,08;0,765;0;1,867;2,733;3,2;2,067;85;0;1,8;2;3,07;3,07;Y;N
FA_LIT121;Genitive;ali di conchiglie;wings of shells;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Ali di ciclami, ali di conchiglie. Foreste dall'ombra bionda, dune
lunari. In un giorno di tempesta, senza traccia in cielo di colore,
scorsi d'improvviso il più vago iride in un breve lembo di schiuma
lasciato da un'onda sulla rena";39;VT;ali;10;35;4,719;conchiglie;3;161;4,08;0,745;;;;;;;;;;;;N;Y
FA_LIT145;Genitive;recinto di dolore;fence of pain;Una Donna;Aleramo, Sibilla;PROSE;;"Ero uscita dal recinto di dolore con un tremito interno, senza poter
piangere nè parlare, sentendo una sofferenza fisica che mi prostrava
e rivoltava insieme";23;VT;recinto;6;349;3,288;dolore;7;17;4,081;0,757;;;;;;;;;;;;N;Y
FA_LIT092;Genitive;siepe di granito;hedge of granite;Odi e Inni;Pascoli;POEM;In questo brano l'autore si rivolge ad un essere supremo.;"Termine santo, che noi, stirpe dura \ d'agricoltori, col vetusto rito \ piantammo a vista dell'età futura; \ presso una siepe viva; o tu, che il dito \ intendi, il dito che non sa l'oblio, \ verso la nostra siepe di granito \ grida, verso la grande Alpe di Dio.";53;VT;siepe;7;14;4,591;granito;5;27;4,094;0,803;0;2,267;2,8;3,933;2;53;0;2,13;2,2;1,67;4,27;Y;N
FA_LIT093;Genitive;siepe di scrupoli;hedge of scruples;I Vecchi e i Giovani;Pirandello;PROSE;Questo brano contiene una critica ai falsi moralismi.;"Forse all'apertura della nuova Camera lo scandalo sarebbe scoppiato. Prevedeva lo spettacolo che avrebbero offerto tutti i gelosi irsuti guardiani dell'onestà, a cui il timore di commettere qualche atto men che corretto aveva sempre impedito di far qualche cosa oltre alle insulse chiacchiere retoriche; egoisti meschini e miopi, diligenti coltivatori dell'arido giardinetto del loro senso morale, cinto tutt'intorno da un'irta siepe di scrupoli, la quale non aveva poi nulla da custodire.";76;VT;siepe;8;36;3,063;scrupoli;5;27;4,094;0,94;0;1,867;1,333;3,667;2,2;42;0;1,53;1,4;1,53;4,47;Y;N
FA_LIT433;Genitive;occhi di fuoco;eyes of fire;La lanterna di Diogene;Panzini, Alfredo;PROSE;;"Oh, ma fu lo stesso la notte del terrore quella! Due occhi di fuoco
avanzavano, lenti lenti, per la via, bianca sotto la luna; e un grido
ogni tanto, un grido che riempiva la notte e le impaurite si buttavano
contro la siepi";40;VT;occhi;5;609;4,179;fuoco;5;1297;4,098;0,832;;;;;;;;;;;;N;Y
FA_LIT113;Genitive;volo del cuore;flight of the hearth;Canti di Castelvecchio;Pascoli;POEM;Questo brano descrive la nebbia.;Nascondi le cose lontane, \ nascondile, involale al volo \ del cuore! Ch'io veda il cipresso là, solo, \ qui, solo quest'orto, cui presso sonnecchia il mio cane.;30;VT;volo;5;672;3,875;cuore;4;241;4,102;0,8;0;2;1,333;2,867;2,733;;;;;;;Y;N
FA_LIT021;Genitive;cime dello spirito;tops of the soul;Il Piacere;D’Annunzio;PROSE;Questo brano descrive le sensazioni di un uomo nel conquistare una donna.;Poi, tra il desiderio e il rimpianto era nato un altro sentimento, quasi di compiacenza, direi quasi d'elevazione lirica. Gli piaceva che la sua avventura terminasse così, per sempre. Quella donna non posseduta, pel cui acquisto egli era stato sul punto di rimanere ucciso, quella donna quasi sconosciuta gli si levava unica intatta su le cime dello spirito, nella divina idealità della morte.;64;VT;cime;7;324;2,374;spirito;4;61;4,108;0,843;0,067;1,4;1,333;3,667;2,467;;;;;;;Y;N
FA_LIT432;Genitive;lacrime di polvere;tears of dust;La lanterna di Diogene;Panzini, Alfredo;PROSE;;"pesanti
mobili — cassapanche, canterani, tracantoni — i quali, se fossero stati
smossi, avrebbero fatto piangere lacrime di polvere e di calcinaccio
alle pareti";21;VT;lacrime;7;139;4,429;polvere;7;176;4,115;0,877;;;;;;;;;;;;N;Y
FA_LIT080;Genitive;piede di vento;foot of wind;Poemi conviviali;Pascoli;POEM;Questo brano contiene un incitamento.;Nulla sta! \ Tutto nel mondo si muove, \ corre, o giovinetto atleta, \ come nell'inclito stadio \ tu col piede di vento alla meta: \ di che la prima delle tue corone \ tu riporti all'Euxantide Ceo.;40;VT;piede;5;334;3,83;vento;5;704;4,116;0,733;0;1,267;1,533;3,667;2,2;71;0;1,53;1,67;3,67;3;Y;N
FA_LIT039;Genitive;folla di pietra;crowd of stone;Sarcofaghi;Montale;POEM;In questo brano un uomo si pone degli interrogativi.;"Ma dove cercare la tomba \ dell'amico fedele e dell'amante; \ quella del mendicante e del fanciullo; \ dove trovare un asilo \ per codesti che accolgono la brace \ dell'originale fiammata; \ oh da un segnale di pace lieve come un trastullo \ l'urna ne sia effigiata! \ Lascia la taciturna folla di pietra \ per le derelitte lastre \ ch'ànno talora inciso \ il simbolo che più turba.";75;VT;folla;6;220;4,602;pietra;5;174;4,116;0,809;0;1,6;2,333;3,467;2,2;51;0;1,4;1,87;2,67;2,87;Y;N
FA_LIT124;Genitive;cornici di ghiaccio;frames of ice;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Oro levante dal mare, cornici di ghiaccio verso sera incandescenti,
solchi di voli: in quello sguardo mai più";17;VT;cornici;8;87;4,122;ghiaccio;7;60;4,119;0,844;;;;;;;;;;;;N;Y
FA_LIT004;Genitive;albero di nuvole;tree of clouds;Ossi di Seppia;Montale;POEM;Questo brano accenna al peggioramento del tempo atmosferico.;Sale un'ora d'attesa in cielo, vacua, \ dal mare che s'ingrigia. \ Un albero di nuvole sull'acqua \ cresce, poi crolla come di cinigia.;28;VT;albero;6;79;4,284;nuvole;6;305;4,125;0,754;0;1,8;2,267;2,533;2,667;71;0,13;1,8;1,87;1,93;4;Y;N
FA_LIT029;Genitive;fiato di primavera;breath of spring;Il Piacere;D’Annunzio;PROSE;Questo brano parla di sensazioni olfattive legate all'arrivo di una nuova stagione.;D'intorno, i fiorai andavano offerendo in canestri le giunchiglie gialle e bianche, le violette doppie, lunghi rami di mandorlo. Un fiato di primavera passava nell'aria.;27;VT;fiato;9;210;3,645;primavera;5;123;4,13;0,889;0;2,333;1,8;2,867;2,933;59;0,07;1,8;1,8;3,4;2,73;Y;N
FA_LIT400;Genitive;armatura di ghiaccio;armor of ice;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"La vita vegetale non ha potuto penetrarvi, perchè la terra vi è
coperta di una armatura di ghiaccio";17;VT;armatura;8;87;4,122;ghiaccio;8;14;4,141;0,693;;;;;;;;;;;;N;Y
FA_LIT437;Genitive;valle di dolore;valley of sorrow;Io cerco moglie;Panzini, Alfredo;PROSE;;"Questo sono io!

In questa valle di dolore e di lagrime ho l’onore di trovarmi bene";15;VT;valle;6;349;3,288;dolore;5;83;4,144;0,714;;;;;;;;;;;;N;Y
FA_LIT107;Genitive;valle del sonno;valley of the sleep;Il Piacere;D’Annunzio;PROSE;Questo brano descrive il tramonto a Roma.;Si udivano di tratto in tratto i gridi delle cornacchie trasvolanti in gruppi a riunirsi su i tetti della Villa Medici per discender poi nella Villa Borghese, nella piccola valle del sonno.;32;VT;valle;5;193;3,58;sonno;5;83;4,144;0,828;0;2;1,533;2,8;2,867;;;;;;;Y;N
FA_LIT102;Genitive;tessuto di fumi;fabric of smokes;La misteriosa fiamma della Regina Loana;Eco;PROSE;Questo brano descrive il passaggio dentro la nebbia.;Sono quasi allo sbocco del tunnel, s'insinuano i vapori che si addensano al di là. In quelli mi crogiolo, e quasi senza accorgermene transito in un fragile tessuto di fumi che fluttuano. Questa è nebbia: non letta, non raccontata da altri, nebbia vera e io ci sono dentro.;49;VT;tessuto;4;117;4,016;fumi;7;163;4,148;0,815;0;1,8;2,4;3,667;2;;;;;;;Y;N
FA_LIT185;Genitive;impronte di dolore;footprints of pain;Il Miraggio: Romanzo;D'Ambra Lucio;PROSE;;"presenza ch'era di già sufficiente a che
l'onda del suo memore, vagabondo e tormentoso pensiero non dilagasse,
portando intorno funeste vestigie di tristezza e di rimpianto,
incancellabili impronte di dolore e di pentimento";32;VT;impronte;6;349;3,288;dolore;8;62;4,149;0,765;;;;;;;;;;;;N;Y
FA_LIT089;Genitive;schermo di stoffa;screen of cloth;La coscienza di Zeno;Svevo;PROSE;Questo brano descrive una serata tra quattro giovani.;La scena che si ripeté all'infinito, s'impresse nella mia mente così: tutt'e quattro eravamo seduti intorno al fine tavolo veneziano su cui ardeva una grande lampada a petrolio coperta da uno schermo di stoffa verde che metteva tutto nell'ombra, meno i lavori di ricamo cui le due fanciulle attendevano, Ada su un fazzoletto di seta che teneva libero in mano, Augusta su un piccolo telaio rotondo.;70;VT;schermo;6;46;4,962;stoffa;7;182;4,156;0,785;0;1,933;2,533;3,4;2,2;;;;;;;Y;N
FA_LIT042;Genitive;fuochi di gioia;fires of joy;Le Canzoni di Re Enzio;Pascoli;POEM;Questo brano descrive la diffusione del cristianesimo.;Via, biondi falchi, dal castello al bosco! \ E della vostra fiera gioia empite \ la solitudine dell'aria. \ Fuochi di gioia, ardete sulle cime! \ Dov'ora sola la Limentra scroscia \ e muglia il Reno, e il vento urta nei faggi \ simile a un folle, fumeranno grigi, \ in mezzo all'albeggiare della neve, \ nuovi tuguri.;61;VT;fuochi;5;235;3,051;gioia;6;609;4,166;0,806;0;2,2;1,533;2,467;2,933;;;;;;;Y;N
FA_LIT335;Genitive;fiume di delizia;river of delight;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;;"Poi dopo il primo
amplesso riapparve la fragorosa luce dei suoi occhi di carnevale che
ridevano offrendo la bocca come un fiume di delizia nel paradiso";25;VT;fiume;7;14;3,165;delizia;5;275;4,169;0,844;;;;;;;;;;;;N;Y
FA_LIT357;Genitive;fiume di gioia;river of joy;Maternità;Negri, Ada;POEM;;"Espande
    or la stirpe selvaggia un irruente
    fiume di gioia per le arterie spente
    de gli uomini";26;VT;fiume;5;235;3,051;gioia;5;275;4,169;0,789;;;;;;;;;;;;N;Y
FA_LIT198;Genitive;fiume di gloria;river of glory;Più che l'amore: Tragedia moderna;D'Annunzio, Gabriele;PROSE;;"Tutto è silenzio. Più non canta lungo il fiume di gloria la viatrice
dalla chioma irta di fronda: si ferma su la sacra foce e aspetta,
poggiata a una spada larga come la pala d'un remo";35;VT;fiume;6;77;3,403;gloria;5;275;4,169;0,814;;;;;;;;;;;;N;Y
FA_LIT037;Genitive;fiume di luce;river of light;La coscienza di Zeno;Svevo;PROSE;In questo brano una donna, Augusta, osserva i particolari di un paesaggio.;"Augusta, come sempre, guardava le cose e accuratamente le registrava: un giardino verde e fresco che sorgeva da una base sucida lasciata all'aria dall'acqua che s'era ritirata; un campanile che si rifletteva nell'acqua torbida; una viuzza lunga e oscura con in fondo un fiume di luce e di gente.";53;VT;fiume;4;730;3,437;luce;5;275;4,169;0,794;0;2,533;2,333;2,933;2,467;49;0,07;2,13;1,93;2,13;3,8;Y;N
FA_LIT279;Genitive;fiume di piombo;river of lead;L'arte di prender marito;Mantegazza, Paolo;PROSE;;"la Senna mi apparve a guisa di un fiume di piombo che senza fremito
di acque, senza riflesso d'immagini, unito, opaco, si accostasse
pesantemente al mare";25;VT;fiume;6;68;4,616;piombo;5;275;4,169;0,721;;;;;;;;;;;;N;Y
FA_LIT493;Genitive;fiume di polvere;river of dust;La vita comincia domani: romanzo;Verona, Guido da;PROSE;;i suoi occhi affascinanti rimasero avvinti a quel fascio di luce rossastra, a quel lento fiume di polvere che scaturiva dalla finestra del morto;24;VT;fiume;7;139;4,429;polvere;5;275;4,169;0,86;;;;;;;;;;;;N;Y
FA_LIT500;Genitive;fiume di popoli;river of peoples;Sciogli la treccia, Maddalena romanzo;Verona, Guido da;PROSE;;"La valle per dove passò tanto fiume di popoli, e dove tanta forza
d’invasori contese la bella terra di Francia, era quel giorno tutta
scapigliata";23;VT;fiume;6;330;2,732;popoli;5;275;4,169;0,718;;;;;;;;;;;;N;Y
FA_LIT336;Genitive;fiume di prigionieri;river of prisoners;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;;"Il quattro novembre al tramonto, sulla strada di Chiusaforte, nella mia
blindata ferma prua che divideva il nerastro filosofico puzzolente fiume
di prigionieri austriaci";22;VT;fiume;11;63;3,755;prigionieri;5;275;4,169;0,91;;;;;;;;;;;;N;Y
FA_LIT477;Genitive;fiume di sangue;river of blood;Una sfida al Polo;Salgari, Emilio;PROSE;;"Fu una serie di salti spaventosi che mise a dura prova i muscoli
dei tre esploratori, poichè l'automobile passava, insieme al pesante
carrozzone, sopra i disgraziati anfibi, lasciandosi dietro un vero
fiume di sangue e d'olio";35;VT;fiume;6;473;4,181;sangue;5;275;4,169;0,685;;;;;;;;;;;;N;Y
FA_LIT468;Genitive;fiume di soldati;river of soldiers;L'idolo;Rovetta, Gerolamo;PROSE;;"Le due donne, attonite, irresolute, scesero dal marciapiedi. Ma quel
fiume di soldati che le aveva rincorso fu sopra di loro d'un subito, e
le sospinse, e le separò";28;VT;fiume;7;195;3,614;soldati;5;275;4,169;0,625;;;;;;;;;;;;N;Y
FA_LIT038;Genitive;fiume di sole;river of sun;Il Piacere;D’Annunzio;PROSE;Questo brano descrive una passeggiata per le vie di Roma.;S'incamminarono in giù, verso la via de' Condotti. Il Corso era un lietissimo fiume di sole, dalla piazza di Venezia alla piazza del Popolo.;26;VT;fiume;4;485;3,999;sole;5;275;4,169;0,739;0;1,867;1,667;3,667;2,333;;;;;;;Y;N
FA_LIT505;Genitive;fiume di lacrime;river of tears;I divoratori: romanzo;Vivanti, Annie;PROSE;;"Spesso, nelle sue ore desolate, egli aveva pensato di andare a
piangere colà, solo, solo, solo, sperando che quel fiume di lacrime
avrebbe deterso la torbida anima sua e l'avrebbe rinnovata";30;VT;fiume;7;176;4,115;lacrime;5;275;4,169;0,743;;;;;;;;;;;;N;Y
FA_LIT329;Genitive;treni di nebbia;trains of fog;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Guardate
  quei treni di nebbia violacea
  che passano all'orizzonte";12;VT;treni;6;98;3,959;nebbia;5;230;4,176;0,77;;;;;;;;;;;;N;Y
FA_LIT195;Genitive;fuoco di sincerità;fire of sincerity;Le Novelle della Pescara;D'Annunzio, Gabriele;PROSE;;"Lo fece senza grazia, con parole e con gesti impacciati, ma con un tale
fuoco di sincerità negli occhi e tale tremore d'emozione nella voce
che Anna-Maria, la quale si scalzava lentamente i guanti a capo chino
mentre egli parlava, alzò d'improvviso il capo e si pose ad osservarlo
con una attenzione fra pietosa e meravigliata";54;VT;fuoco;9;28;1,957;sincerità;5;609;4,179;0,832;;;;;;;;;;;;N;Y
FA_LIT088;Genitive;sangue dei vulcani;blood of the volcanoes;Le farfalle;Gozzano;POEM;Questo brano descrive il lavoro del baco nel tessere la seta.;"Discende il vaso dall'estrema bocca, \ come fiume che va, poi si biparte; \ dall'una e l'altra banda i rami pari \ s'avvolgono ai precordi intimi e dove \ l'uno si fa maggior pur l'altro è tale; \ poi, quasi giunti al fin, piegano e al capo \ ascendono e giù tornano ed ascendono, \ elaborato alfin recano al labbro \ l'umor tenace che diventa seta; \ non altrimenti il sangue dei vulcani \ s'addensa all'aria in rivoli di lava.";89;VT;sangue;7;30;4,071;vulcani;6;473;4,181;0,855;0;2,2;2,333;2,333;2,867;;;;;;;Y;N
FA_LIT055;Genitive;matassa di pasta;hank of pasta;Canti di Castelvecchio;Pascoli;POEM;Questo brano descrive il lavoro in una cucina.;"È l'ora, in cucina, che troppi \ due sono, ed un solo non basta: \ si cuoce, tra murmuri e scoppi, \ la bionda matassa di pasta. \ Qua, nella cucina, lo svolo \ di piccole grida d'impero; \ là, in sala, il ronzare, ormai solo, \ d'un ospite molto ciarliero.";54;VT;matassa;5;99;4,811;pasta;7;13;4,183;0,711;0;2,6;3,4;3,733;2,067;;;;;;;Y;N
FA_LIT428;Genitive;vulcano di gioia;volcano of joy;Il Re bello;Palazzeschi, Aldo;PROSE;;"er quanto i festeggiamenti, che
avrebbero dovuto avvenire strepitosi, fossero stati rimandati per la
malattia del Re, i cittadini tutti fino dai grigiori dell'alba si
aggiravano cupamente sopra la piazza dei Settantasette che avrebbe
dovuto essere una giostra di colori, un vulcano di gioia e di felicità,
ed era invece grigia e muta in quell'alba";52;VT;vulcano;5;235;3,051;gioia;7;30;4,191;0,768;;;;;;;;;;;;N;Y
FA_LIT052;Genitive;lama di buio;blade of dark;Marcovaldo;Calvino;PROSE;Questo brano descrive la chiusura serale di alcuni esercizi commerciali.;"L'ora era tarda ma certo era aperto ancora qualche caffè, qualche osteria; l'insegna luminosa che cominciava a decifrarsi diceva: Bar… E si spense; su quello che doveva essere un vetro illuminato calò una lama di buio, come una saracinesca.";42;VT;lama;4;126;3,942;buio;4;46;4,2;0,765;0;1,467;1,467;3,667;2,2;48;0,33;1,93;1,87;2,73;3,67;Y;N
